USAF,WBAN,STATION NAME,CTRY,STATE,ICAO,LAT,LON,ELEV(M),BEGIN,END,combine_USAF_WBAN
999999,13855,TULLAHOMA AEDC SITE,US,TN,,+35.383,-086.233,+0328.9,19630101,19690801,99999913855
999999,13864,MARIETTA DOBBINS AAF,US,GA,KMGE,+33.917,-084.517,+0325.5,19710101,19710101,99999913864
999999,13870,ALMA BACON COUNTY AP,US,GA,KAMG,+31.536,-082.507,+0062.8,19570101,19590101,99999913870
999999,13873,ATHENS MUNICIPAL ARPT,US,GA,KAHN,+33.948,-083.328,+0244.4,19570101,19721231,99999913873
999999,13874,ATLANTA HARTSFIELD INTL AP,US,GA,KATL,+33.630,-084.442,+0312.7,19570101,19721231,99999913874
999999,13877,BRISTOL TRI CITY AIRPORT,US,TN,KTRI,+36.473,-082.404,+0464.8,19570101,19721231,99999913877
999999,13880,CHARLESTON,US,SC,KCHS,+32.899,-080.040,+0014.6,19710101,19721231,99999913880
999999,13882,CHATTANOOGA LOVELL FIELD AP,US,TN,KCHA,+35.031,-085.201,+0209.7,19570101,19721231,99999913882
999999,13883,COLUMBIA METRO ARPT,US,SC,KCAE,+33.942,-081.118,+0068.6,19570101,19721231,99999913883
999999,13891,KNOXVILLE MCGHEE TYSON AP,US,TN,KTYS,+35.818,-083.986,+0298.7,19650101,19721231,99999913891
999999,13893,MEMPHIS MUNICIPAL ARPT,US,TN,KMEM,+35.056,-089.987,+0101.2,19570101,19721231,99999913893
999999,13897,NASHVILLE BERRY FIELD,US,TN,KBNA,+36.119,-086.689,+0184.4,19570101,19721231,99999913897
999999,53846,KINGS BAY/NAVAL STATION,US,GA,,+30.800,-081.500,+0015.2,19960702,20031231,99999953846
999999,53854,ORANGEBURG MUNICIPAL AP,US,SC,KOGB,+33.462,-080.858,+0060.0,19970602,20041231,99999953854
999999,53867,COLUMBIA OWENS DOWNTOWN AP,US,SC,KCUB,+33.971,-080.996,+0064.6,19981002,20041231,99999953867
999999,53881,KNOXVILLE MCGHEE-TYSON AP,US,VA,KBCB,+37.208,-080.408,+0649.8,20020902,20041231,99999953881
999999,53882,KNOXVILLE ISLAND AP,US,GA,KBGE,+30.983,-084.633,+0043.0,20020602,20041231,99999953882
999999,63820,EVERETT-STEWART AIRPORT,US,TN,KUCY,+36.380,-088.985,+0103.9,20020902,20171231,99999963820
999999,63826,BLACKVILLE 3 W,US,SC,,+33.355,-081.328,+0096.6,20020713,20180417,99999963826
999999,63828,NEWTON 8 W,US,GA,,+31.313,-084.471,+0053.6,20020827,20180417,99999963828
999999,63829,NEWTON 11 SW,US,GA,,+31.192,-084.447,+0047.6,20020827,20180417,99999963829
999999,63850,WATKINSVILLE 5 SSE,US,GA,,+33.784,-083.390,+0225.9,20040430,20180417,99999963850
999999,63855,CROSSVILLE 7 NW,US,TN,,+36.014,-085.135,+0583.1,20041203,20180417,99999963855
999999,63856,BRUNSWICK 23 S,US,GA,,+30.808,-081.460,+0007.6,20041215,20180417,99999963856
999999,93731,NORFOLK FLEET WF NAS,US,VA,,+36.950,-076.300,+0010.1,19580501,19620801,99999993731
999999,93734,STERLING,US,VA,,+38.983,-077.467,+0085.0,19620701,19651019,99999993734
999999,93735,FORT EUSTIS FELKER AAF,US,VA,KFAF,+37.133,-076.600,+0003.7,19710101,19710101,99999993735
999999,93736,CHARLOTTESVILLE FAA,US,VA,KCHO,+38.139,-078.453,+0196.3,19610420,19650101,99999993736
999999,93739,WALLOPS ISLAND UAU,US,VA,KWAL,+37.937,-075.471,+0014.6,19661001,19721231,99999993739
999999,93801,ROME R B RUSSELL AP,US,GA,KRMG,+34.348,-085.161,+0196.3,19570101,19771222,99999993801
999999,93804,SPARTANBURG,US,SC,SPA,+34.917,-081.950,+0244.1,19570101,20180620,99999993804
999999,93830,ATLANTA NAS,US,GA,NCQ,+33.867,-084.300,+0302.1,19570101,19590225,99999993830
999999,93831,BEAUFORT NAS,US,SC,KNBC,+32.483,-080.717,+0011.6,19720101,19721231,99999993831
999999,93836,BRUNSWICK GLYNN CO A,US,GA,NEA,+31.250,-081.467,+0009.1,19570101,19740731,99999993836
999999,93839,MEMPHIS NAS,US,TN,KNQA,+35.350,-089.867,+0097.5,19570101,20041231,99999993839
999999,93842,COLUMBUS MUSCOGEE COUNTY ARPT,US,GA,KCSG,+32.516,-084.942,+0120.1,19570101,19711231,99999993842
999999,93845,VALDOSTA WB AIRPORT,US,GA,KVLD,+30.783,-083.277,+0060.4,19720101,19721231,99999993845
999999,93846,ANDERSON COUNTY AP,US,SC,KAND,+34.498,-082.710,+0235.6,19570101,19590101,99999993846
A00029,63820,EVERETT-STEWART AIRPORT,US,TN,KUCY,+36.380,-088.985,+0103.9,20180101,20180616,A0002963820
A06884,00416,LURAY CAVERNS AIRPORT,US,VA,KLUA,+38.667,-078.501,+0275.2,20180101,20180620,A0688400416
